room_id,hotel_id,room_number,floor_number,room_type,capacity,price_per_night,sea_view,mountain_view,extendable,damages_or_issues,last_renovated_date,smoking_allowed,ada_accessible
338,29,102,1,Double Classic,2,265,False,False,True,,2022-01-03,False,False
339,29,103,1,Queen Urban,2,270,False,False,True,,2023-03-31,False,False
340,29,104,1,King Executive,2,315,False,False,True,Lamp replacement pending,2023-03-27,False,False
341,29,205,2,Studio Extended Stay,3,340,False,False,True,,2021-04-13,False,False
342,29,206,2,Family Suite,4,410,False,False,False,,2023-12-03,False,False
343,29,207,2,Panorama Suite,2,470,False,False,True,,2021-03-22,False,False
344,29,208,2,Alpine Premium,2,440,False,False,True,,2024-11-08,False,False
345,29,309,3,Accessible Queen,2,280,False,False,False,,2022-02-02,False,True
346,29,310,3,Business King,2,340,False,False,True,,2021-01-27,False,False
347,29,311,3,Junior Suite,3,370,False,False,True,Lamp replacement pending,2024-11-26,False,False
348,29,312,3,Presidential Suite,4,660,False,False,False,,2024-10-09,False,False
349,30,101,1,Single Comfort,1,256,False,False,False,Lamp replacement pending,2023-08-01,False,False
350,30,102,1,Double Classic,2,276,False,False,True,,2024-04-10,False,False
351,30,103,1,Queen Urban,2,311,False,False,True,,2022-12-01,False,False
352,30,104,1,King Executive,2,336,False,False,True,,2022-01-24,False,False
353,30,205,2,Studio Extended Stay,3,366,False,False,True,,2024-09-16,False,False
354,30,206,2,Family Suite,4,421,False,False,False,Lamp replacement pending,2023-01-15,False,False
355,30,207,2,Panorama Suite,2,481,False,True,True,Paint touch-up scheduled,2021-05-18,False,False
356,30,208,2,Alpine Premium,2,466,False,True,True,,2023-08-02,False,False
357,30,309,3,Accessible Queen,2,316,False,False,False,,2021-06-18,False,True
358,30,310,3,Business King,2,361,False,False,True,,2021-07-28,False,False
359,30,311,3,Junior Suite,3,416,False,False,True,,2022-01-30,False,False
360,30,312,3,Presidential Suite,4,686,False,False,False,Bathroom caulking maintenance due,2023-02-04,False,False
361,31,101,1,Single Comfort,1,199,False,False,False,,2022-09-30,False,False
362,31,102,1,Double Classic,2,239,False,False,True,,2023-12-11,False,False
363,31,103,1,Queen Urban,2,249,False,False,True,,2024-04-21,False,False
364,31,104,1,King Executive,2,309,False,False,True,,2021-01-15,False,False
365,31,205,2,Studio Extended Stay,3,319,False,False,True,Bathroom caulking maintenance due,2021-06-20,False,False
366,31,206,2,Family Suite,4,384,False,False,False,,2022-08-14,False,False
367,31,207,2,Panorama Suite,2,444,True,False,True,Bathroom caulking maintenance due,2022-04-09,False,False
368,31,208,2,Alpine Premium,2,409,False,False,True,,2025-04-01,False,False
369,31,309,3,Accessible Queen,2,274,False,False,False,,2024-07-02,False,True
370,31,310,3,Business King,2,314,False,False,True,,2023-09-11,False,False
371,31,311,3,Junior Suite,3,349,True,False,True,,2024-10-30,False,False
372,31,312,3,Presidential Suite,4,639,True,False,False,Lamp replacement pending,2021-02-25,False,False
373,32,101,1,Single Comfort,1,255,False,False,False,,2023-07-31,False,False
374,32,102,1,Double Classic,2,280,False,False,True,Lamp replacement pending,2025-02-13,False,False
375,32,103,1,Queen Urban,2,305,False,False,True,Paint touch-up scheduled,2021-04-06,False,False
376,32,104,1,King Executive,2,340,False,False,True,,2022-05-28,False,False
377,32,205,2,Studio Extended Stay,3,365,False,False,True,Bathroom caulking maintenance due,2021-05-22,False,False
378,32,206,2,Family Suite,4,425,False,False,False,Bathroom caulking maintenance due,2022-07-06,False,False
379,32,207,2,Panorama Suite,2,495,True,False,True,,2024-03-18,False,False
380,32,208,2,Alpine Premium,2,460,False,False,True,Lamp replacement pending,2024-05-12,False,False
381,32,309,3,Accessible Queen,2,305,False,False,False,,2023-09-24,False,True
382,32,310,3,Business King,2,375,False,False,True,,2022-06-01,False,False
383,32,311,3,Junior Suite,3,395,True,False,True,,2023-12-23,False,False
384,32,312,3,Presidential Suite,4,690,True,False,False,,2024-10-02,False,False
385,33,101,1,Single Comfort,1,244,False,False,False,Bathroom caulking maintenance due,2024-08-26,False,False
386,33,102,1,Double Classic,2,284,False,False,True,,2022-05-27,False,False
387,33,103,1,Queen Urban,2,309,False,False,True,Lamp replacement pending,2025-03-31,False,False
388,33,104,1,King Executive,2,349,False,False,True,Bathroom caulking maintenance due,2024-08-19,False,False
389,33,205,2,Studio Extended Stay,3,389,False,False,True,,2023-08-04,False,False
390,33,206,2,Family Suite,4,429,False,False,False,Bathroom caulking maintenance due,2021-03-22,False,False
391,33,207,2,Panorama Suite,2,499,False,False,True,,2024-06-09,False,False
392,33,208,2,Alpine Premium,2,449,False,False,True,Lamp replacement pending,2023-07-25,False,False
393,33,309,3,Accessible Queen,2,314,False,False,False,,2021-07-31,False,True
394,33,310,3,Business King,2,364,False,False,True,,2023-11-17,False,False
395,33,311,3,Junior Suite,3,414,False,False,True,,2021-04-28,False,False
396,33,312,3,Presidential Suite,4,689,False,False,False,Paint touch-up scheduled,2024-10-09,False,False
397,34,101,1,Single Comfort,1,203,False,False,False,,2024-01-04,False,False
398,34,102,1,Double Classic,2,243,False,False,True,Bathroom caulking maintenance due,2021-09-23,False,False
399,34,103,1,Queen Urban,2,268,False,False,True,,2022-06-22,False,False
400,34,104,1,King Executive,2,313,False,False,True,,2025-05-04,False,False
401,34,205,2,Studio Extended Stay,3,353,False,False,True,,2023-05-31,False,False
402,34,206,2,Family Suite,4,403,False,False,False,Lamp replacement pending,2024-03-22,False,False
403,34,207,2,Panorama Suite,2,463,False,False,True,,2022-04-15,False,False
404,34,208,2,Alpine Premium,2,418,False,False,True,,2024-01-03,False,False
405,34,309,3,Accessible Queen,2,283,False,False,False,Bathroom caulking maintenance due,2022-11-08,False,True
406,34,310,3,Business King,2,343,False,False,True,,2024-11-13,False,False
407,34,311,3,Junior Suite,3,383,False,False,True,,2021-07-15,False,False
408,34,312,3,Presidential Suite,4,658,False,False,False,,2022-06-10,False,False
409,35,101,1,Single Comfort,1,189,False,False,False,,2024-12-20,False,False
410,35,102,1,Double Classic,2,219,False,False,True,,2021-01-26,False,False
411,35,103,1,Queen Urban,2,249,False,False,True,Bathroom caulking maintenance due,2021-12-17,False,False
412,35,104,1,King Executive,2,294,False,False,True,,2023-02-18,False,False
413,35,205,2,Studio Extended Stay,3,309,False,False,True,Lamp replacement pending,2023-11-12,False,False
414,35,206,2,Family Suite,4,354,False,False,False,,2024-04-13,False,False
415,35,207,2,Panorama Suite,2,424,False,False,True,Bathroom caulking maintenance due,2023-12-10,False,False
416,35,208,2,Alpine Premium,2,389,False,False,True,,2023-06-23,False,False
417,35,309,3,Accessible Queen,2,259,False,False,False,Lamp replacement pending,2021-08-03,False,True
418,35,310,3,Business King,2,299,False,False,True,Paint touch-up scheduled,2025-03-02,False,False
419,35,311,3,Junior Suite,3,334,False,False,True,,2021-06-01,False,False
420,35,312,3,Presidential Suite,4,634,False,False,False,,2023-09-15,False,False
421,36,101,1,Single Comfort,1,276,False,False,False,Bathroom caulking maintenance due,2024-03-10,False,False
422,36,102,1,Double Classic,2,306,False,False,True,,2024-11-13,False,False
423,36,103,1,Queen Urban,2,331,False,False,True,,2025-05-12,False,False
424,36,104,1,King Executive,2,381,False,False,True,,2023-02-26,False,False
425,36,205,2,Studio Extended Stay,3,416,False,False,True,,2022-01-15,False,False
426,36,206,2,Family Suite,4,451,False,False,False,Paint touch-up scheduled,2023-11-01,False,False
427,36,207,2,Panorama Suite,2,506,False,False,True,,2021-12-31,False,False
428,36,208,2,Alpine Premium,2,476,False,False,True,Lamp replacement pending,2022-04-20,False,False
429,36,309,3,Accessible Queen,2,356,False,False,False,,2022-08-30,False,True
430,36,310,3,Business King,2,386,False,False,True,,2022-09-11,False,False
431,36,311,3,Junior Suite,3,431,False,False,True,Bathroom caulking maintenance due,2023-11-09,False,False
432,36,312,3,Presidential Suite,4,731,False,False,False,Paint touch-up scheduled,2022-03-31,False,False
433,37,101,1,Single Comfort,1,245,False,False,False,,2024-11-23,False,False
434,37,102,1,Double Classic,2,280,False,False,True,,2024-10-12,False,False
435,37,103,1,Queen Urban,2,295,False,False,True,,2021-03-14,False,False
436,37,104,1,King Executive,2,335,False,False,True,,2022-10-14,False,False
437,37,205,2,Studio Extended Stay,3,365,False,False,True,Paint touch-up scheduled,2025-04-18,False,False
438,37,206,2,Family Suite,4,425,False,False,False,Paint touch-up scheduled,2021-05-06,False,False
439,37,207,2,Panorama Suite,2,475,False,False,True,Lamp replacement pending,2022-02-05,False,False
440,37,208,2,Alpine Premium,2,450,False,False,True,,2024-07-26,False,False
441,37,309,3,Accessible Queen,2,300,False,False,False,Paint touch-up scheduled,2025-04-11,False,True
442,37,310,3,Business King,2,355,False,False,True,,2022-05-14,False,False
443,37,311,3,Junior Suite,3,395,False,False,True,Bathroom caulking maintenance due,2022-05-23,False,False
444,37,312,3,Presidential Suite,4,690,False,False,False,Paint touch-up scheduled,2024-04-07,False,False
445,38,101,1,Single Comfort,1,196,False,False,False,Lamp replacement pending,2021-06-07,False,False
446,38,102,1,Double Classic,2,221,False,False,True,,2024-12-05,False,False
447,38,103,1,Queen Urban,2,261,False,False,True,,2021-10-21,False,False
448,38,104,1,King Executive,2,281,False,False,True,Lamp replacement pending,2024-05-03,False,False
449,38,205,2,Studio Extended Stay,3,321,False,False,True,Lamp replacement pending,2022-10-31,False,False
450,38,206,2,Family Suite,4,381,False,False,False,,2025-01-25,False,False
451,38,207,2,Panorama Suite,2,426,False,False,True,,2021-10-16,False,False
452,38,208,2,Alpine Premium,2,391,False,False,True,,2023-12-15,False,False
453,38,309,3,Accessible Queen,2,266,False,False,False,Bathroom caulking maintenance due,2021-05-05,False,True
454,38,310,3,Business King,2,306,False,False,True,Bathroom caulking maintenance due,2023-09-23,False,False
455,38,311,3,Junior Suite,3,346,False,False,True,,2024-09-17,False,False
456,38,312,3,Presidential Suite,4,631,False,False,False,,2023-09-12,False,False
457,39,101,1,Single Comfort,1,232,False,False,False,Bathroom caulking maintenance due,2025-03-13,False,False
458,39,102,1,Double Classic,2,262,False,False,True,,2023-07-25,False,False
459,39,103,1,Queen Urban,2,282,False,False,True,Paint touch-up scheduled,2021-05-28,False,False
460,39,104,1,King Executive,2,322,False,False,True,Bathroom caulking maintenance due,2024-12-22,False,False
461,39,205,2,Studio Extended Stay,3,352,False,False,True,,2024-04-04,False,False
462,39,206,2,Family Suite,4,407,False,False,False,,2021-02-28,False,False
463,39,207,2,Panorama Suite,2,472,False,False,True,Lamp replacement pending,2025-03-20,False,False
464,39,208,2,Alpine Premium,2,447,False,False,True,Bathroom caulking maintenance due,2023-05-21,False,False
465,39,309,3,Accessible Queen,2,307,False,False,False,Paint touch-up scheduled,2021-07-25,False,True
466,39,310,3,Business King,2,357,False,False,True,Paint touch-up scheduled,2023-11-12,False,False
467,39,311,3,Junior Suite,3,387,False,False,True,,2022-11-15,False,False
468,39,312,3,Presidential Suite,4,682,False,False,False,,2023-05-15,False,False
469,40,101,1,Single Comfort,1,256,False,False,False,Lamp replacement pending,2023-10-29,False,False
470,40,102,1,Double Classic,2,276,False,False,True,,2023-03-19,False,False
471,40,103,1,Queen Urban,2,301,False,False,True,,2022-10-24,False,False
472,40,104,1,King Executive,2,356,False,False,True,,2025-02-17,False,False
473,40,205,2,Studio Extended Stay,3,381,False,False,True,,2021-10-13,False,False
474,40,206,2,Family Suite,4,431,False,False,False,,2023-07-06,False,False
475,40,207,2,Panorama Suite,2,481,False,True,True,Paint touch-up scheduled,2025-02-07,False,False
476,40,208,2,Alpine Premium,2,446,False,True,True,Paint touch-up scheduled,2023-05-29,False,False
477,40,309,3,Accessible Queen,2,306,False,False,False,,2021-12-27,False,True
478,40,310,3,Business King,2,376,False,False,True,,2021-04-26,False,False
479,40,311,3,Junior Suite,3,406,False,False,True,,2021-10-30,False,False
480,40,312,3,Presidential Suite,4,701,False,False,False,Bathroom caulking maintenance due,2022-05-05,False,False
481,41,101,1,Single Comfort,1,201,False,False,False,,2024-07-04,False,False
482,41,102,1,Double Classic,2,236,False,False,True,,2025-05-20,False,False
483,41,103,1,Queen Urban,2,246,False,False,True,,2024-06-22,False,False
484,41,104,1,King Executive,2,296,False,False,True,,2021-01-04,False,False
485,41,205,2,Studio Extended Stay,3,326,False,False,True,Lamp replacement pending,2022-01-27,False,False
486,41,206,2,Family Suite,4,376,False,False,False,,2021-02-11,False,False
487,41,207,2,Panorama Suite,2,441,False,False,True,,2022-09-06,False,False
488,41,208,2,Alpine Premium,2,401,False,False,True,,2024-11-29,False,False
489,41,309,3,Accessible Queen,2,251,False,False,False,,2023-02-19,False,True
490,41,310,3,Business King,2,301,False,False,True,,2022-01-17,False,False
491,41,311,3,Junior Suite,3,351,False,False,True,Lamp replacement pending,2022-11-04,False,False
492,41,312,3,Presidential Suite,4,646,False,False,False,Paint touch-up scheduled,2021-10-16,False,False
493,42,101,1,Single Comfort,1,245,False,False,False,,2023-09-17,False,False
494,42,102,1,Double Classic,2,285,False,False,True,,2023-08-14,False,False
495,42,103,1,Queen Urban,2,290,False,False,True,,2023-06-18,False,False
496,42,104,1,King Executive,2,345,False,False,True,,2022-04-19,False,False
497,42,205,2,Studio Extended Stay,3,365,False,False,True,Lamp replacement pending,2024-06-15,False,False
498,42,206,2,Family Suite,4,425,False,False,False,Paint touch-up scheduled,2024-05-01,False,False
499,42,207,2,Panorama Suite,2,475,False,False,True,,2023-07-27,False,False
500,42,208,2,Alpine Premium,2,460,False,False,True,,2024-01-25,False,False
501,42,309,3,Accessible Queen,2,310,False,False,False,Paint touch-up scheduled,2022-03-28,False,True
502,42,310,3,Business King,2,350,False,False,True,,2021-02-11,False,False
503,42,311,3,Junior Suite,3,405,False,False,True,,2023-04-28,False,False
504,42,312,3,Presidential Suite,4,685,False,False,False,,2024-09-14,False,False
505,43,101,1,Single Comfort,1,276,False,False,False,Paint touch-up scheduled,2021-01-26,False,False
506,43,102,1,Double Classic,2,331,False,False,True,Lamp replacement pending,2022-07-20,False,False
507,43,103,1,Queen Urban,2,331,False,False,True,Paint touch-up scheduled,2024-07-29,False,False
508,43,104,1,King Executive,2,381,False,False,True,,2023-03-12,False,False
509,43,205,2,Studio Extended Stay,3,401,False,False,True,,2024-09-23,False,False
510,43,206,2,Family Suite,4,471,False,False,False,,2021-09-29,False,False
511,43,207,2,Panorama Suite,2,531,True,False,True,,2022-05-27,False,False
512,43,208,2,Alpine Premium,2,486,False,False,True,Paint touch-up scheduled,2022-02-19,False,False
513,43,309,3,Accessible Queen,2,341,False,False,False,Paint touch-up scheduled,2021-07-22,False,True
514,43,310,3,Business King,2,396,False,False,True,,2023-08-19,False,False
515,43,311,3,Junior Suite,3,446,True,False,True,,2021-05-20,False,False
516,43,312,3,Presidential Suite,4,731,True,False,False,,2023-01-30,False,False
517,44,101,1,Single Comfort,1,205,False,False,False,,2022-07-11,False,False
518,44,102,1,Double Classic,2,245,False,False,True,,2023-04-21,False,False
519,44,103,1,Queen Urban,2,260,False,False,True,,2022-05-08,False,False
520,44,104,1,King Executive,2,315,False,False,True,,2025-03-19,False,False
521,44,205,2,Studio Extended Stay,3,350,False,False,True,,2021-12-17,False,False
522,44,206,2,Family Suite,4,390,False,False,False,Bathroom caulking maintenance due,2024-07-04,False,False
523,44,207,2,Panorama Suite,2,455,False,True,True,Lamp replacement pending,2021-12-30,False,False
524,44,208,2,Alpine Premium,2,415,False,True,True,Bathroom caulking maintenance due,2021-09-14,False,False
525,44,309,3,Accessible Queen,2,270,False,False,False,Paint touch-up scheduled,2024-10-15,False,True
526,44,310,3,Business King,2,325,False,False,True,,2023-08-06,False,False
527,44,311,3,Junior Suite,3,360,False,False,True,,2024-04-18,False,False
528,44,312,3,Presidential Suite,4,660,False,False,False,Lamp replacement pending,2022-10-30,False,False
529,45,101,1,Single Comfort,1,177,False,False,False,Bathroom caulking maintenance due,2024-08-10,False,False
530,45,102,1,Double Classic,2,207,False,False,True,Paint touch-up scheduled,2023-02-25,False,False
531,45,103,1,Queen Urban,2,227,False,False,True,,2021-04-15,False,False
532,45,104,1,King Executive,2,277,False,False,True,,2022-10-19,False,False
533,45,205,2,Studio Extended Stay,3,302,False,False,True,,2025-04-17,False,False
534,45,206,2,Family Suite,4,362,False,False,False,Paint touch-up scheduled,2022-12-26,False,False
535,45,207,2,Panorama Suite,2,407,False,False,True,,2024-05-23,False,False
536,45,208,2,Alpine Premium,2,382,False,False,True,Paint touch-up scheduled,2024-01-13,False,False
537,45,309,3,Accessible Queen,2,257,False,False,False,Lamp replacement pending,2025-02-09,False,True
538,45,310,3,Business King,2,287,False,False,True,,2022-01-01,False,False
539,45,311,3,Junior Suite,3,327,False,False,True,,2024-12-04,False,False
540,45,312,3,Presidential Suite,4,627,False,False,False,,2021-06-27,False,False
541,46,101,1,Single Comfort,1,236,False,False,False,Paint touch-up scheduled,2025-05-03,False,False
542,46,102,1,Double Classic,2,286,False,False,True,,2022-02-19,False,False
543,46,103,1,Queen Urban,2,316,False,False,True,,2024-05-11,False,False
544,46,104,1,King Executive,2,336,False,False,True,,2021-03-30,False,False
545,46,205,2,Studio Extended Stay,3,381,False,False,True,Lamp replacement pending,2023-09-12,False,False
546,46,206,2,Family Suite,4,416,False,False,False,Paint touch-up scheduled,2024-05-07,False,False
547,46,207,2,Panorama Suite,2,476,False,True,True,,2024-03-26,False,False
548,46,208,2,Alpine Premium,2,446,False,True,True,,2025-03-14,False,False
549,46,309,3,Accessible Queen,2,306,False,False,False,Paint touch-up scheduled,2022-12-03,False,True
550,46,310,3,Business King,2,371,False,False,True,Lamp replacement pending,2023-10-09,False,False
551,46,311,3,Junior Suite,3,406,False,False,True,Bathroom caulking maintenance due,2022-01-22,False,False
552,46,312,3,Presidential Suite,4,701,False,False,False,Bathroom caulking maintenance due,2024-05-31,False,False
553,47,101,1,Single Comfort,1,230,False,False,False,,2024-12-08,False,False
554,47,102,1,Double Classic,2,275,False,False,True,,2024-09-15,False,False
555,47,103,1,Queen Urban,2,285,False,False,True,,2024-05-14,False,False
556,47,104,1,King Executive,2,345,False,False,True,,2021-09-27,False,False
557,47,205,2,Studio Extended Stay,3,360,False,False,True,Lamp replacement pending,2022-10-19,False,False
558,47,206,2,Family Suite,4,410,False,False,False,,2023-07-20,False,False
559,47,207,2,Panorama Suite,2,480,True,False,True,,2023-08-30,False,False
560,47,208,2,Alpine Premium,2,435,False,False,True,Paint touch-up scheduled,2023-11-09,False,False
561,47,309,3,Accessible Queen,2,295,False,False,False,Paint touch-up scheduled,2024-06-04,False,True
562,47,310,3,Business King,2,360,False,False,True,,2021-01-08,False,False
563,47,311,3,Junior Suite,3,400,True,False,True,Bathroom caulking maintenance due,2022-06-04,False,False
564,47,312,3,Presidential Suite,4,675,True,False,False,Lamp replacement pending,2023-10-18,False,False
565,48,101,1,Single Comfort,1,167,False,False,False,,2022-06-30,False,False
566,48,102,1,Double Classic,2,227,False,False,True,,2024-06-22,False,False
567,48,103,1,Queen Urban,2,237,False,False,True,,2021-03-31,False,False
568,48,104,1,King Executive,2,282,False,False,True,Lamp replacement pending,2023-10-04,False,False
569,48,205,2,Studio Extended Stay,3,302,False,False,True,,2023-03-24,False,False
570,48,206,2,Family Suite,4,367,False,False,False,,2022-04-07,False,False
571,48,207,2,Panorama Suite,2,412,False,False,True,,2024-06-22,False,False
572,48,208,2,Alpine Premium,2,382,False,False,True,Lamp replacement pending,2024-05-14,False,False
573,48,309,3,Accessible Queen,2,252,False,False,False,,2022-01-31,False,True
574,48,310,3,Business King,2,302,False,False,True,,2021-03-03,False,False
575,48,311,3,Junior Suite,3,327,False,False,True,Bathroom caulking maintenance due,2022-06-21,False,False
576,48,312,3,Presidential Suite,4,622,False,False,False,Paint touch-up scheduled,2023-11-17,False,False
577,49,101,1,Single Comfort,1,210,False,False,False,,2025-03-28,False,False
578,49,102,1,Double Classic,2,270,False,False,True,,2025-03-06,False,False
579,49,103,1,Queen Urban,2,285,False,False,True,,2022-09-01,False,False
580,49,104,1,King Executive,2,330,False,False,True,Lamp replacement pending,2025-01-27,False,False
581,49,205,2,Studio Extended Stay,3,355,False,False,True,,2022-09-22,False,False
582,49,206,2,Family Suite,4,405,False,False,False,Lamp replacement pending,2024-07-18,False,False
583,49,207,2,Panorama Suite,2,465,False,False,True,,2024-02-08,False,False
584,49,208,2,Alpine Premium,2,435,False,False,True,Paint touch-up scheduled,2024-03-12,False,False
585,49,309,3,Accessible Queen,2,290,False,False,False,,2024-12-02,False,True
586,49,310,3,Business King,2,330,False,False,True,Lamp replacement pending,2023-07-02,False,False
587,49,311,3,Junior Suite,3,390,False,False,True,,2022-05-29,False,False
588,49,312,3,Presidential Suite,4,675,False,False,False,,2023-05-25,False,False
589,50,101,1,Single Comfort,1,261,False,False,False,,2025-02-08,False,False
590,50,102,1,Double Classic,2,316,False,False,True,,2021-08-02,False,False
591,50,103,1,Queen Urban,2,326,False,False,True,,2023-08-15,False,False
592,50,104,1,King Executive,2,361,False,False,True,,2024-04-10,False,False
593,50,205,2,Studio Extended Stay,3,396,False,False,True,Bathroom caulking maintenance due,2023-06-07,False,False
594,50,206,2,Family Suite,4,446,False,False,False,,2024-10-02,False,False
595,50,207,2,Panorama Suite,2,511,True,False,True,,2023-09-18,False,False
596,50,208,2,Alpine Premium,2,486,False,False,True,,2024-08-07,False,False
597,50,309,3,Accessible Queen,2,351,False,False,False,,2024-06-16,False,True
598,50,310,3,Business King,2,401,False,False,True,,2021-03-31,False,False
599,50,311,3,Junior Suite,3,431,True,False,True,Bathroom caulking maintenance due,2024-11-20,False,False
600,50,312,3,Presidential Suite,4,711,True,False,False,Lamp replacement pending,2021-04-08,False,False
